アルファルファモザイク,http://alfalfalfa.com/index.rdf
育児板拾い読み＠2ch,http://blog.livedoor.jp/ikuzi2p/index.rdf
痛いニュース(ﾉ∀`),http://blog.livedoor.jp/dqnplus/index.rdf
ニュー速クオリティ,http://news4vip.livedoor.biz/index.rdf
ハムスター速報,http://hamusoku.com/index.rdf
